epoch,lr,trainset_Energy_MAE,trainset_Force_MAE,trainset_Stress_MAE,trainset_Energy_Loss,trainset_Force_Loss,trainset_Stress_Loss,trainset_TotalLoss,validset_Energy_MAE,validset_Force_MAE,validset_Stress_MAE,validset_Energy_Loss,validset_Force_Loss,validset_Stress_Loss,validset_TotalLoss,testset_Energy_MAE,testset_Force_MAE,testset_Stress_MAE,testset_Energy_Loss,testset_Force_Loss,testset_Stress_Loss,testset_TotalLoss
75,0.006300,0.031352,0.066148,5.164807,0.000270,0.000618,0.051615,0.001405,0.041260,0.073900,6.355807,0.000368,0.000700,0.063434,0.001702,0.032846,0.078503,7.280746,0.000286,0.000747,0.073310,0.001767
76,0.006250,0.031623,0.065936,5.184786,0.000273,0.000616,0.051815,0.001407,0.041427,0.080551,6.488576,0.000370,0.000767,0.064755,0.001784,0.033614,0.082554,7.320197,0.000294,0.000795,0.073992,0.001829
77,0.006200,0.031692,0.066262,5.255071,0.000274,0.000619,0.052518,0.001418,0.041069,0.076058,6.507394,0.000366,0.000723,0.064938,0.001739,0.032655,0.078757,7.291374,0.000284,0.000744,0.073024,0.001758
78,0.006150,0.040136,0.082148,7.816540,0.000357,0.000776,0.078128,0.001914,0.045907,0.080951,6.373110,0.000413,0.000772,0.063616,0.001821,0.039244,0.084105,7.427342,0.000351,0.000814,0.075443,0.001919
79,0.006100,0.032710,0.067340,5.276938,0.000284,0.000630,0.052736,0.001441,0.041821,0.077701,6.120402,0.000374,0.000739,0.061075,0.001724,0.034154,0.079772,7.170524,0.000301,0.000769,0.071898,0.001789
80,0.006050,0.031407,0.065555,5.049142,0.000271,0.000612,0.050458,0.001388,0.044568,0.073689,6.301400,0.000400,0.000698,0.062902,0.001727,0.036575,0.076394,7.160042,0.000321,0.000724,0.071704,0.001763
81,0.006000,0.030878,0.063744,4.982736,0.000266,0.000594,0.049795,0.001358,0.039895,0.077373,6.099540,0.000355,0.000735,0.060868,0.001699,0.032307,0.078726,7.123945,0.000281,0.000756,0.071566,0.001753
82,0.005950,0.030740,0.064041,4.977653,0.000264,0.000597,0.049745,0.001359,0.042016,0.080841,6.523939,0.000375,0.000771,0.065089,0.001796,0.033815,0.081213,7.295552,0.000295,0.000781,0.073050,0.001807
83,0.005900,0.030603,0.063601,4.989909,0.000263,0.000594,0.049866,0.001355,0.039806,0.075296,6.123623,0.000354,0.000716,0.061123,0.001682,0.032109,0.075999,7.261851,0.000279,0.000719,0.072712,0.001724
84,0.005850,0.029958,0.063315,4.945869,0.000257,0.000590,0.049428,0.001341,0.041567,0.073080,6.041772,0.000370,0.000692,0.060295,0.001665,0.033722,0.075132,7.049433,0.000295,0.000715,0.070897,0.001719
85,0.005800,0.030520,0.063284,4.943045,0.000262,0.000590,0.049398,0.001346,0.042533,0.076041,6.230510,0.000380,0.000722,0.062171,0.001724,0.034072,0.079036,7.004676,0.000298,0.000753,0.070199,0.001753
86,0.005750,0.030962,0.064421,5.080191,0.000266,0.000601,0.050770,0.001375,0.041801,0.078916,6.514388,0.000372,0.000752,0.065021,0.001775,0.033747,0.081113,7.509101,0.000294,0.000779,0.075464,0.001827
87,0.005700,0.029714,0.062760,4.893967,0.000255,0.000585,0.048907,0.001328,0.039681,0.075708,6.124122,0.000353,0.000720,0.061108,0.001684,0.031480,0.075277,7.172829,0.000273,0.000711,0.072038,0.001704
88,0.005650,0.029929,0.063248,4.991901,0.000257,0.000589,0.049887,0.001345,0.041232,0.078130,6.296018,0.000368,0.000744,0.062835,0.001740,0.033824,0.081490,7.313738,0.000296,0.000775,0.073257,0.001804
89,0.005600,0.029780,0.063175,4.938239,0.000255,0.000589,0.049350,0.001337,0.039999,0.073151,6.181307,0.000356,0.000693,0.061697,0.001666,0.031177,0.074892,7.205696,0.000270,0.000708,0.072641,0.001704
90,0.005550,0.029578,0.062221,4.849534,0.000253,0.000579,0.048463,0.001317,0.044314,0.075024,6.104643,0.000397,0.000711,0.060955,0.001718,0.036283,0.076593,7.208154,0.000318,0.000723,0.072287,0.001764
91,0.005500,0.029284,0.062603,4.890697,0.000250,0.000583,0.048874,0.001323,0.041226,0.078935,6.563983,0.000367,0.000751,0.065546,0.001773,0.032775,0.077744,7.396438,0.000285,0.000738,0.074201,0.001765
92,0.005450,0.029564,0.062452,4.899342,0.000253,0.000581,0.048960,0.001324,0.039446,0.071512,6.194477,0.000350,0.000676,0.061834,0.001645,0.031299,0.075019,7.327102,0.000271,0.000710,0.073767,0.001719
93,0.005400,0.029162,0.061538,4.866302,0.000249,0.000572,0.048630,0.001308,0.040920,0.072978,6.075540,0.000364,0.000692,0.060647,0.001662,0.032606,0.074190,7.145216,0.000283,0.000702,0.071485,0.001700
94,0.005350,0.029131,0.061433,4.870459,0.000249,0.000571,0.048672,0.001307,0.039512,0.073219,6.029489,0.000350,0.000694,0.060172,0.001646,0.031941,0.075839,7.159603,0.000277,0.000725,0.071741,0.001719
95,0.005300,0.028848,0.061349,4.743558,0.000246,0.000570,0.047402,0.001290,0.038665,0.069462,5.991891,0.000342,0.000656,0.059801,0.001596,0.030868,0.072778,7.113531,0.000267,0.000692,0.071441,0.001673
